datetime,date,year,month,day,hour,time_period,season,city,wind_speed,NA,solar_radiation,dew_point,humidity,temperature,wind_direction,quality_flag
2025-12-19T05:00:00Z,2025-12-19,2025,December,19,5,Night,Winter,Sousse,2,511.085,0,14,77.8,17.9,161.1,ok
2025-12-19T04:00:00Z,2025-12-19,2025,December,19,4,Night,Winter,Sousse,2.22,511.185,0,13.6,75.9,17.9,92.2,ok
2025-12-19T03:00:00Z,2025-12-19,2025,December,19,3,Night,Winter,Sousse,0.81,511.435,0,13.3,74.6,17.9,54.4,ok
2025-12-19T02:00:00Z,2025-12-19,2025,December,19,2,Night,Winter,Sousse,0.26,511.435,0,13.5,75.6,17.9,155.7,ok
2025-12-18T23:00:00Z,2025-12-18,2025,December,18,23,Evening,Winter,Sousse,2.03,511.83,0,14,75.7,18.3,107.6,ok
2025-12-18T22:00:00Z,2025-12-18,2025,December,18,22,Evening,Winter,Sousse,1.65,511.68,0,14.4,79.6,18,118.7,ok
2025-12-18T21:00:00Z,2025-12-18,2025,December,18,21,Evening,Winter,Sousse,1.28,511.88,0,14.8,80.6,18.2,105.8,ok
2025-12-18T20:00:00Z,2025-12-18,2025,December,18,20,Evening,Winter,Sousse,2.93,511.78,0,15.2,82,18.4,112.6,ok
2025-12-18T19:00:00Z,2025-12-18,2025,December,18,19,Evening,Winter,Sousse,1.29,511.73,0,16,85.4,18.5,97.9,ok
2025-12-18T18:00:00Z,2025-12-18,2025,December,18,18,Evening,Winter,Sousse,1.9,511.63,1,16.2,87.2,18.4,73.4,ok
2025-12-18T17:00:00Z,2025-12-18,2025,December,18,17,Afternoon,Winter,Sousse,1.46,511.68,3,16.3,85.4,18.8,108,ok
2025-12-18T16:00:00Z,2025-12-18,2025,December,18,16,Afternoon,Winter,Sousse,1.06,511.63,43,15.6,76.6,19.8,135.9,ok
2025-12-18T15:00:00Z,2025-12-18,2025,December,18,15,Afternoon,Winter,Sousse,2.19,511.43,156,14.6,71.6,19.9,92.8,ok
2025-12-18T14:00:00Z,2025-12-18,2025,December,18,14,Afternoon,Winter,Sousse,2.46,511.38,147,15.2,70.7,20.7,109.7,ok
2025-12-18T13:00:00Z,2025-12-18,2025,December,18,13,Afternoon,Winter,Sousse,1.17,511.63,154,14.8,69.6,20.5,154.7,ok
2025-12-18T12:00:00Z,2025-12-18,2025,December,18,12,Afternoon,Winter,Sousse,2.4,511.73,217,15.1,72.4,20.3,148.1,ok
2025-12-18T11:00:00Z,2025-12-18,2025,December,18,11,Morning,Winter,Sousse,2.79,512.03,208,15.5,74.8,20.1,95.8,ok
2025-12-18T10:00:00Z,2025-12-18,2025,December,18,10,Morning,Winter,Sousse,2.7,511.93,149,15.9,81.2,19.2,101.6,ok
2025-12-18T09:00:00Z,2025-12-18,2025,December,18,9,Morning,Winter,Sousse,0.41,511.73,92,17.6,100,17.6,99.5,ok
2025-12-18T08:00:00Z,2025-12-18,2025,December,18,8,Morning,Winter,Sousse,0.41,511.33,56,17.2,100,17.2,189.5,ok
2025-12-18T07:00:00Z,2025-12-18,2025,December,18,7,Morning,Winter,Sousse,0.75,511.33,0,17,100,17,128.5,ok
2025-12-18T06:00:00Z,2025-12-18,2025,December,18,6,Morning,Winter,Sousse,0.34,510.98,0,17.1,100,17.1,81,ok
2025-12-18T05:00:00Z,2025-12-18,2025,December,18,5,Night,Winter,Sousse,0.31,510.78,0,15.9,100,15.9,244,ok
2025-12-18T04:00:00Z,2025-12-18,2025,December,18,4,Night,Winter,Sousse,0.66,510.78,0,15.5,100,15.5,176.8,ok
2025-12-18T01:00:00Z,2025-12-18,2025,December,18,1,Night,Winter,Sousse,0.45,510.98,0,15.5,99.6,15.6,261,ok
2025-12-17T23:00:00Z,2025-12-17,2025,December,17,23,Evening,Winter,Sousse,0.36,511.11,0,16.7,97.2,17.2,136.3,ok
2025-12-17T22:00:00Z,2025-12-17,2025,December,17,22,Evening,Winter,Sousse,0.64,510.86,0,17.1,97,17.6,40.2,ok
2025-12-17T21:00:00Z,2025-12-17,2025,December,17,21,Evening,Winter,Sousse,0.55,510.81,0,16.8,95.6,17.5,122.7,ok
2025-12-17T20:00:00Z,2025-12-17,2025,December,17,20,Evening,Winter,Sousse,0.45,510.66,0,16.5,94.1,17.5,103.9,ok
2025-12-17T19:00:00Z,2025-12-17,2025,December,17,19,Evening,Winter,Sousse,1.64,510.46,0,16.3,93,17.5,98.2,ok
2025-12-17T18:00:00Z,2025-12-17,2025,December,17,18,Evening,Winter,Sousse,1.87,510.26,0,16.3,91.7,17.7,139.7,ok
2025-12-17T17:00:00Z,2025-12-17,2025,December,17,17,Afternoon,Winter,Sousse,0.2,510.11,4,15.6,86.2,18,189.5,ok
2025-12-17T16:00:00Z,2025-12-17,2025,December,17,16,Afternoon,Winter,Sousse,1.12,510.01,70,15.7,82.6,18.7,54.4,ok
2025-12-17T15:00:00Z,2025-12-17,2025,December,17,15,Afternoon,Winter,Sousse,2.48,509.81,232,15.7,81.8,18.9,37.4,ok
2025-12-17T14:00:00Z,2025-12-17,2025,December,17,14,Afternoon,Winter,Sousse,1.6,509.81,362,15.3,78.8,19.1,39.3,ok
2025-12-17T13:00:00Z,2025-12-17,2025,December,17,13,Afternoon,Winter,Sousse,1.03,510.06,348,15,78.5,18.9,350.9,ok
2025-12-17T12:00:00Z,2025-12-17,2025,December,17,12,Afternoon,Winter,Sousse,0.47,510.36,360,14.6,78,18.5,66.8,ok
2025-12-17T11:00:00Z,2025-12-17,2025,December,17,11,Morning,Winter,Sousse,0.5,510.56,456,13.9,80.3,17.3,17.7,ok
2025-12-17T10:00:00Z,2025-12-17,2025,December,17,10,Morning,Winter,Sousse,0.86,510.51,164,12.6,87.2,14.7,281.9,ok
2025-12-17T09:00:00Z,2025-12-17,2025,December,17,9,Morning,Winter,Sousse,0.48,510.31,129,12.4,98.3,12.7,356.5,ok
2025-12-17T08:00:00Z,2025-12-17,2025,December,17,8,Morning,Winter,Sousse,0.52,509.91,36,10.7,99,10.9,295.5,ok
2025-12-17T07:00:00Z,2025-12-17,2025,December,17,7,Morning,Winter,Sousse,0.63,509.51,0,11.9,98.3,12.2,353,ok
2025-12-17T06:00:00Z,2025-12-17,2025,December,17,6,Morning,Winter,Sousse,0.22,509.06,0,11.9,100,11.9,261.1,ok
2025-12-17T05:00:00Z,2025-12-17,2025,December,17,5,Night,Winter,Sousse,0.44,508.86,0,11,98,11.3,118.1,ok
2025-12-17T04:00:00Z,2025-12-17,2025,December,17,4,Night,Winter,Sousse,1.02,508.81,0,11.7,97.5,12.1,164.7,ok
2025-12-17T03:00:00Z,2025-12-17,2025,December,17,3,Night,Winter,Sousse,0.63,508.76,0,11.7,98.1,12,195.8,ok
2025-12-17T02:00:00Z,2025-12-17,2025,December,17,2,Night,Winter,Sousse,0.26,508.71,0,11.4,95.6,12.1,155.8,ok
2025-12-17T01:00:00Z,2025-12-17,2025,December,17,1,Night,Winter,Sousse,0.91,508.56,0,11.5,92.6,12.7,141.3,ok
2025-12-16T23:00:00Z,2025-12-16,2025,December,16,23,Evening,Winter,Sousse,1.34,508.065,0,12.2,88.2,14.2,187.9,ok
2025-12-16T22:00:00Z,2025-12-16,2025,December,16,22,Evening,Winter,Sousse,1.43,507.76500000000004,0,12.6,87.6,14.6,204.1,ok
2025-12-16T21:00:00Z,2025-12-16,2025,December,16,21,Evening,Winter,Sousse,0.87,507.615,0,12.3,83.5,15.1,206.3,ok
2025-12-16T20:00:00Z,2025-12-16,2025,December,16,20,Evening,Winter,Sousse,1.89,507.46500000000003,0,12,77.7,15.9,201.6,ok
2025-12-16T19:00:00Z,2025-12-16,2025,December,16,19,Evening,Winter,Sousse,1.88,507.365,0,12,74.5,16.5,210.6,ok
2025-12-16T18:00:00Z,2025-12-16,2025,December,16,18,Evening,Winter,Sousse,2.12,507.01500000000004,0,12.4,73.2,17.3,140.2,ok
2025-12-16T17:00:00Z,2025-12-16,2025,December,16,17,Afternoon,Winter,Sousse,2.57,506.665,6,12.5,69.3,18.2,214.6,ok
2025-12-16T16:00:00Z,2025-12-16,2025,December,16,16,Afternoon,Winter,Sousse,3.81,506.46500000000003,113,13,65.5,19.7,222.5,ok
2025-12-16T15:00:00Z,2025-12-16,2025,December,16,15,Afternoon,Winter,Sousse,3.23,506.21500000000003,271,13.3,64.4,20.3,194.9,ok
2025-12-16T14:00:00Z,2025-12-16,2025,December,16,14,Afternoon,Winter,Sousse,1.07,506.315,392,13.3,67.1,19.6,155.6,ok
2025-12-16T13:00:00Z,2025-12-16,2025,December,16,13,Afternoon,Winter,Sousse,4.12,506.815,485,13.1,72.6,18.1,213.2,ok
2025-12-16T12:00:00Z,2025-12-16,2025,December,16,12,Afternoon,Winter,Sousse,0.53,507.065,379,13.3,78.7,17.1,217.9,ok
2025-12-16T11:00:00Z,2025-12-16,2025,December,16,11,Morning,Winter,Sousse,1.66,507.165,230,13.9,89.9,15.5,216.6,ok
2025-12-16T10:00:00Z,2025-12-16,2025,December,16,10,Morning,Winter,Sousse,1.73,507.365,141,13.8,97.5,14.2,204,ok
2025-12-16T09:00:00Z,2025-12-16,2025,December,16,9,Morning,Winter,Sousse,1.41,507.21500000000003,21,13.1,93.7,14.1,236.5,ok
2025-12-16T08:00:00Z,2025-12-16,2025,December,16,8,Morning,Winter,Sousse,0.91,506.96500000000003,10,13.2,92.5,14.4,231.3,ok
2025-12-16T07:00:00Z,2025-12-16,2025,December,16,7,Morning,Winter,Sousse,1.14,506.71500000000003,0,13.1,90.6,14.7,152.3,ok
2025-12-16T06:00:00Z,2025-12-16,2025,December,16,6,Morning,Winter,Sousse,1.82,506.915,0,13.8,93.5,14.8,216.5,ok
2025-12-16T05:00:00Z,2025-12-16,2025,December,16,5,Night,Winter,Sousse,2.62,506.915,0,14.2,93.7,15.2,143.3,ok
2025-12-16T04:00:00Z,2025-12-16,2025,December,16,4,Night,Winter,Sousse,0.34,507.415,0,15.1,99.8,15.2,261,ok
2025-12-16T03:00:00Z,2025-12-16,2025,December,16,3,Night,Winter,Sousse,0.22,507.51500000000004,0,14.8,98.4,15.1,117.9,ok
2025-12-16T02:00:00Z,2025-12-16,2025,December,16,2,Night,Winter,Sousse,0.3,507.76500000000004,0,14.9,97.4,15.3,113.6,ok
2025-12-16T01:00:00Z,2025-12-16,2025,December,16,1,Night,Winter,Sousse,0.11,507.915,0,14.7,95.4,15.4,234.5,ok
2025-12-15T23:00:00Z,2025-12-15,2025,December,15,23,Evening,Winter,Sousse,0.55,508.845,0,15,90.3,16.6,178.1,ok
2025-12-15T22:00:00Z,2025-12-15,2025,December,15,22,Evening,Winter,Sousse,2.03,508.895,0,15,85.7,17.5,157.7,ok
2025-12-15T21:00:00Z,2025-12-15,2025,December,15,21,Evening,Winter,Sousse,1.26,508.945,0,15,84.6,17.7,255.8,ok
2025-12-15T20:00:00Z,2025-12-15,2025,December,15,20,Evening,Winter,Sousse,0.83,508.845,0,14.5,82.9,17.5,189.4,ok
2025-12-15T19:00:00Z,2025-12-15,2025,December,15,19,Evening,Winter,Sousse,0.98,508.945,0,14.7,82.2,17.8,185.3,ok
2025-12-15T18:00:00Z,2025-12-15,2025,December,15,18,Evening,Winter,Sousse,1,508.845,0,14.6,83.4,17.5,153.4,ok
2025-12-15T17:00:00Z,2025-12-15,2025,December,15,17,Afternoon,Winter,Sousse,2.38,509.495,0,14,77.2,18,166,ok
2025-12-15T16:00:00Z,2025-12-15,2025,December,15,16,Afternoon,Winter,Sousse,1.86,509.695,16,13.5,73.2,18.4,155.7,ok
2025-12-15T15:00:00Z,2025-12-15,2025,December,15,15,Afternoon,Winter,Sousse,0.79,509.945,70,13.2,68.6,19.1,136.9,ok
2025-12-15T14:00:00Z,2025-12-15,2025,December,15,14,Afternoon,Winter,Sousse,2.68,509.645,59,13.2,67,19.5,175.9,ok
2025-12-15T13:00:00Z,2025-12-15,2025,December,15,13,Afternoon,Winter,Sousse,1.43,510.145,141,13.6,66.8,20,221.9,ok
2025-12-15T12:00:00Z,2025-12-15,2025,December,15,12,Afternoon,Winter,Sousse,0.39,510.445,147,14.2,71.6,19.5,104.7,ok
2025-12-15T11:00:00Z,2025-12-15,2025,December,15,11,Morning,Winter,Sousse,0.58,510.845,99,14.8,77.9,18.7,154.7,ok
2025-12-15T10:00:00Z,2025-12-15,2025,December,15,10,Morning,Winter,Sousse,1.52,510.895,54,15.5,85.5,18,152.2,ok
2025-12-15T09:00:00Z,2025-12-15,2025,December,15,9,Morning,Winter,Sousse,0.68,510.945,61,16.7,100,16.7,221.3,ok
2025-12-15T08:00:00Z,2025-12-15,2025,December,15,8,Morning,Winter,Sousse,0.62,510.895,25,15.8,100,15.8,199.4,ok
2025-12-15T07:00:00Z,2025-12-15,2025,December,15,7,Morning,Winter,Sousse,0.47,510.895,2,14.3,100,14.3,156.9,ok
2025-12-15T06:00:00Z,2025-12-15,2025,December,15,6,Morning,Winter,Sousse,0.15,510.995,1,12.7,100,12.7,43.2,ok
2025-12-15T05:00:00Z,2025-12-15,2025,December,15,5,Night,Winter,Sousse,0.18,511.145,0,13.2,100,13.2,27.9,ok
2025-12-15T04:00:00Z,2025-12-15,2025,December,15,4,Night,Winter,Sousse,0.11,511.545,0,13.4,100,13.4,248.6,ok
2025-12-15T03:00:00Z,2025-12-15,2025,December,15,3,Night,Winter,Sousse,0.55,511.795,0,13,99.7,13.1,239.7,ok
2025-12-15T02:00:00Z,2025-12-15,2025,December,15,2,Night,Winter,Sousse,0.35,511.595,0,13,98.8,13.2,234.5,ok
2025-12-15T01:00:00Z,2025-12-15,2025,December,15,1,Night,Winter,Sousse,0.6,511.695,0,13.7,97.5,14.1,49.8,ok
2025-12-14T23:00:00Z,2025-12-14,2025,December,14,23,Evening,Winter,Sousse,0.15,511.85999999999996,1,13.4,96.5,14,220.4,ok
2025-12-14T22:00:00Z,2025-12-14,2025,December,14,22,Evening,Winter,Sousse,0.45,512.0600000000001,0,13,92.9,14.1,234.5,ok
2025-12-14T21:00:00Z,2025-12-14,2025,December,14,21,Evening,Winter,Sousse,0.36,512.16,0,14,89.5,15.7,152.4,ok
2025-12-14T20:00:00Z,2025-12-14,2025,December,14,20,Evening,Winter,Sousse,0.42,511.90999999999997,0,14.3,86.1,16.7,158.4,ok
2025-12-14T19:00:00Z,2025-12-14,2025,December,14,19,Evening,Winter,Sousse,0.83,511.76,0,14.6,83.5,17.4,166.2,ok
2025-12-14T18:00:00Z,2025-12-14,2025,December,14,18,Evening,Winter,Sousse,1.84,511.46,0,14.4,81.5,17.6,181.7,ok
2025-12-14T17:00:00Z,2025-12-14,2025,December,14,17,Afternoon,Winter,Sousse,2.02,511.35999999999996,5,14.9,80.8,18.2,99.6,ok
2025-12-14T16:00:00Z,2025-12-14,2025,December,14,16,Afternoon,Winter,Sousse,0.95,511.51,43,15,79.6,18.6,67.1,ok
2025-12-14T15:00:00Z,2025-12-14,2025,December,14,15,Afternoon,Winter,Sousse,1.82,511.51,125,15.2,74.2,20,141,ok
2025-12-14T14:00:00Z,2025-12-14,2025,December,14,14,Afternoon,Winter,Sousse,1.86,511.51,349,15.4,74.9,20,96,ok
2025-12-14T13:00:00Z,2025-12-14,2025,December,14,13,Afternoon,Winter,Sousse,0.52,511.90999999999997,435,14.4,70.1,20,95.5,ok
2025-12-14T12:00:00Z,2025-12-14,2025,December,14,12,Afternoon,Winter,Sousse,2.35,512.16,488,14.4,65.1,21.2,63.2,ok
2025-12-14T11:00:00Z,2025-12-14,2025,December,14,11,Morning,Winter,Sousse,1.59,512.51,199,14.1,69.2,19.9,229,ok
2025-12-14T10:00:00Z,2025-12-14,2025,December,14,10,Morning,Winter,Sousse,0.92,512.66,310,14,80.9,17.3,358.3,ok
2025-12-14T09:00:00Z,2025-12-14,2025,December,14,9,Morning,Winter,Sousse,0.63,512.5600000000001,213,14,93.5,15,273.5,ok
2025-12-14T08:00:00Z,2025-12-14,2025,December,14,8,Morning,Winter,Sousse,0.81,512.3100000000001,45,12.2,97.6,12.6,272.2,ok
2025-12-14T07:00:00Z,2025-12-14,2025,December,14,7,Morning,Winter,Sousse,1.4,512.36,0,12,96.7,12.5,278.1,ok
2025-12-14T06:00:00Z,2025-12-14,2025,December,14,6,Morning,Winter,Sousse,0.36,512.16,0,12.5,95.8,13.2,358.1,ok
2025-12-14T05:00:00Z,2025-12-14,2025,December,14,5,Night,Winter,Sousse,0.29,511.96,0,12,96.9,12.5,293.7,ok
2025-12-14T04:00:00Z,2025-12-14,2025,December,14,4,Night,Winter,Sousse,0.56,512.0600000000001,0,11.5,97,12,244.8,ok
2025-12-14T03:00:00Z,2025-12-14,2025,December,14,3,Night,Winter,Sousse,0.63,512.26,1,11,95.8,11.6,263.1,ok
2025-12-14T02:00:00Z,2025-12-14,2025,December,14,2,Night,Winter,Sousse,0.4,512.21,0,10.6,94.7,11.4,354.3,ok
2025-12-14T01:00:00Z,2025-12-14,2025,December,14,1,Night,Winter,Sousse,0.24,512.21,0,11,93.7,12,1.3,ok
2025-12-13T23:00:00Z,2025-12-13,2025,December,13,23,Evening,Winter,Sousse,0.27,512.415,0,10.9,87.7,12.9,256.3,ok
2025-12-13T22:00:00Z,2025-12-13,2025,December,13,22,Evening,Winter,Sousse,0.3,512.115,1,12,78.6,15.8,23.5,ok
2025-12-13T21:00:00Z,2025-12-13,2025,December,13,21,Evening,Winter,Sousse,0.8,511.96500000000003,0,12.2,79.7,15.7,359.1,ok
2025-12-13T20:00:00Z,2025-12-13,2025,December,13,20,Evening,Winter,Sousse,1.11,512.015,0,12,76.2,16.2,120.2,ok
2025-12-13T19:00:00Z,2025-12-13,2025,December,13,19,Evening,Winter,Sousse,1.34,511.865,0,11.2,71.7,16.4,112.1,ok
2025-12-13T18:00:00Z,2025-12-13,2025,December,13,18,Evening,Winter,Sousse,0.93,511.615,0,11.3,72.1,16.4,45,ok
2025-12-13T17:00:00Z,2025-12-13,2025,December,13,17,Afternoon,Winter,Sousse,1.1,511.46500000000003,3,11.9,70.8,17.2,76.3,ok
2025-12-13T16:00:00Z,2025-12-13,2025,December,13,16,Afternoon,Winter,Sousse,2.52,511.415,112,12.3,65.5,18.9,64.8,ok
2025-12-13T15:00:00Z,2025-12-13,2025,December,13,15,Afternoon,Winter,Sousse,1.46,511.315,265,12.4,63.2,19.6,127.8,ok
2025-12-13T14:00:00Z,2025-12-13,2025,December,13,14,Afternoon,Winter,Sousse,1.32,511.315,383,13.6,70.6,19.1,9.1,ok
2025-12-13T13:00:00Z,2025-12-13,2025,December,13,13,Afternoon,Winter,Sousse,3.27,511.565,451,14,70.9,19.4,37.8,ok
2025-12-13T12:00:00Z,2025-12-13,2025,December,13,12,Afternoon,Winter,Sousse,1.9,511.76500000000004,465,14.1,75,18.7,1.8,ok
2025-12-13T11:00:00Z,2025-12-13,2025,December,13,11,Morning,Winter,Sousse,0.76,512.0649999999999,117,14.3,79.5,17.9,26,ok
2025-12-13T10:00:00Z,2025-12-13,2025,December,13,10,Morning,Winter,Sousse,0.26,512.0649999999999,181,15,92.9,16.1,313.1,ok
2025-12-13T09:00:00Z,2025-12-13,2025,December,13,9,Morning,Winter,Sousse,0.66,511.76500000000004,95,14.7,100,14.7,276.5,ok
2025-12-13T08:00:00Z,2025-12-13,2025,December,13,8,Morning,Winter,Sousse,0.4,511.365,31,12.1,100,12.1,227.3,ok
2025-12-13T07:00:00Z,2025-12-13,2025,December,13,7,Morning,Winter,Sousse,0.71,510.915,0,11.7,100,11.7,226.3,ok
2025-12-13T06:00:00Z,2025-12-13,2025,December,13,6,Morning,Winter,Sousse,0.53,510.71500000000003,0,12.4,100,12.4,307.7,ok
2025-12-13T05:00:00Z,2025-12-13,2025,December,13,5,Night,Winter,Sousse,0.18,510.665,1,12.4,100,12.4,271.5,ok
2025-12-13T04:00:00Z,2025-12-13,2025,December,13,4,Night,Winter,Sousse,0.81,510.46500000000003,1,11.5,100,11.5,241.5,ok
2025-12-13T03:00:00Z,2025-12-13,2025,December,13,3,Night,Winter,Sousse,0.36,510.615,0,10.6,100,10.6,110.9,ok
2025-12-13T02:00:00Z,2025-12-13,2025,December,13,2,Night,Winter,Sousse,0.47,510.415,0,11.4,100,11.4,266.5,ok
2025-12-13T01:00:00Z,2025-12-13,2025,December,13,1,Night,Winter,Sousse,0.18,510.46500000000003,0,11.3,100,11.3,9.5,ok
2025-12-12T23:00:00Z,2025-12-12,2025,December,12,23,Evening,Winter,Sousse,0.18,510.51000000000005,0,12,98.4,12.2,279.5,ok
2025-12-12T22:00:00Z,2025-12-12,2025,December,12,22,Evening,Winter,Sousse,0.46,510.36,0,11.7,96.4,12.3,221.9,ok
2025-12-12T21:00:00Z,2025-12-12,2025,December,12,21,Evening,Winter,Sousse,0.18,510.31,0,12.5,95,13.3,207.7,ok
2025-12-12T20:00:00Z,2025-12-12,2025,December,12,20,Evening,Winter,Sousse,0.35,510.11,0,12.2,93.1,13.3,226.4,ok
2025-12-12T19:00:00Z,2025-12-12,2025,December,12,19,Evening,Winter,Sousse,0.35,509.91,0,11.3,89.8,13,226.4,ok
2025-12-12T18:00:00Z,2025-12-12,2025,December,12,18,Evening,Winter,Sousse,0.7,509.61,0,11.9,83.7,14.6,234.5,ok
2025-12-12T17:00:00Z,2025-12-12,2025,December,12,17,Afternoon,Winter,Sousse,0.48,509.36,4,12.8,76.1,17,73,ok
2025-12-12T16:00:00Z,2025-12-12,2025,December,12,16,Afternoon,Winter,Sousse,1.87,509.36,105,13.7,72.6,18.7,84.5,ok
2025-12-12T15:00:00Z,2025-12-12,2025,December,12,15,Afternoon,Winter,Sousse,0.85,509.36,251,13.8,72.9,18.8,40.1,ok
2025-12-12T14:00:00Z,2025-12-12,2025,December,12,14,Afternoon,Winter,Sousse,1.06,509.46000000000004,377,14,73.4,18.9,68.2,ok
2025-12-12T13:00:00Z,2025-12-12,2025,December,12,13,Afternoon,Winter,Sousse,2.06,509.76000000000005,451,13.3,71.1,18.7,18.1,ok
2025-12-12T12:00:00Z,2025-12-12,2025,December,12,12,Afternoon,Winter,Sousse,1.39,510.11,205,12.8,73.5,17.6,30.6,ok
2025-12-12T11:00:00Z,2025-12-12,2025,December,12,11,Morning,Winter,Sousse,0.31,510.36,459,13,74.6,17.5,324.7,ok
2025-12-12T10:00:00Z,2025-12-12,2025,December,12,10,Morning,Winter,Sousse,1.71,510.51000000000005,353,13.2,83.6,16,298.3,ok
2025-12-12T09:00:00Z,2025-12-12,2025,December,12,9,Morning,Winter,Sousse,1.06,510.41,90,13.4,100,13.4,287.1,ok
2025-12-12T08:00:00Z,2025-12-12,2025,December,12,8,Morning,Winter,Sousse,0.18,510.21000000000004,33,11.6,100,11.6,32.7,ok
2025-12-12T07:00:00Z,2025-12-12,2025,December,12,7,Morning,Winter,Sousse,0.25,510.11,0,10.3,100,10.3,335.7,ok
2025-12-12T06:00:00Z,2025-12-12,2025,December,12,6,Morning,Winter,Sousse,0.09,510.01000000000005,0,10.7,100,10.7,27.9,ok
2025-12-12T05:00:00Z,2025-12-12,2025,December,12,5,Night,Winter,Sousse,0.87,509.91,0,11.7,100,11.7,286.4,ok
2025-12-12T04:00:00Z,2025-12-12,2025,December,12,4,Night,Winter,Sousse,0.67,510.16,0,11.9,100,11.9,261,ok
2025-12-12T03:00:00Z,2025-12-12,2025,December,12,3,Night,Winter,Sousse,0.82,510.31,0,11.4,100,11.4,264.2,ok
2025-12-12T02:00:00Z,2025-12-12,2025,December,12,2,Night,Winter,Sousse,0.69,510.31,0,10.4,99.8,10.5,341.6,ok
2025-12-12T01:00:00Z,2025-12-12,2025,December,12,1,Night,Winter,Sousse,0.06,510.36,0,10.8,98.7,11,310.5,ok
2025-12-11T23:00:00Z,2025-12-11,2025,December,11,23,Evening,Winter,Sousse,0.14,510.78000000000003,0,10.1,93.7,11.1,248.5,ok
2025-12-11T22:00:00Z,2025-12-11,2025,December,11,22,Evening,Winter,Sousse,0.43,510.83,0,11.5,90.5,13,213.9,ok
2025-12-11T21:00:00Z,2025-12-11,2025,December,11,21,Evening,Winter,Sousse,0.62,510.93,0,12.3,84.1,15,224.8,ok
2025-12-11T20:00:00Z,2025-12-11,2025,December,11,20,Evening,Winter,Sousse,0.29,510.88,1,11.9,89.1,13.7,265.5,ok
2025-12-11T19:00:00Z,2025-12-11,2025,December,11,19,Evening,Winter,Sousse,0.77,510.68,0,11.4,89,13.2,223.1,ok
2025-12-11T18:00:00Z,2025-12-11,2025,December,11,18,Evening,Winter,Sousse,0.34,510.48,0,12.2,79.3,15.8,170.9,ok
2025-12-11T17:00:00Z,2025-12-11,2025,December,11,17,Afternoon,Winter,Sousse,0.32,510.18,5,12.5,77.3,16.5,35.9,ok
2025-12-11T16:00:00Z,2025-12-11,2025,December,11,16,Afternoon,Winter,Sousse,1.21,510.18,63,12.9,72.1,18,76.7,ok
2025-12-11T15:00:00Z,2025-12-11,2025,December,11,15,Afternoon,Winter,Sousse,0.91,510.18,262,12,65.7,18.6,103.5,ok
2025-12-11T14:00:00Z,2025-12-11,2025,December,11,14,Afternoon,Winter,Sousse,1.72,510.28000000000003,285,12.1,65.2,18.8,92.2,ok
2025-12-11T13:00:00Z,2025-12-11,2025,December,11,13,Afternoon,Winter,Sousse,0.55,510.58,365,12.1,71.7,17.3,122.4,ok
2025-12-11T12:00:00Z,2025-12-11,2025,December,11,12,Afternoon,Winter,Sousse,1.29,510.88,260,11.9,68.5,17.8,7.8,ok
2025-12-11T11:00:00Z,2025-12-11,2025,December,11,11,Morning,Winter,Sousse,1.21,511.13,434,12.2,75.1,16.7,297.1,ok
2025-12-11T10:00:00Z,2025-12-11,2025,December,11,10,Morning,Winter,Sousse,1.35,511.28000000000003,334,14.2,99.1,14.4,284.2,ok
2025-12-11T09:00:00Z,2025-12-11,2025,December,11,9,Morning,Winter,Sousse,1.09,511.23,202,11.7,100,11.7,268.6,ok
2025-12-11T08:00:00Z,2025-12-11,2025,December,11,8,Morning,Winter,Sousse,0.11,511.18,37,9.8,100,9.8,220.4,ok
2025-12-11T07:00:00Z,2025-12-11,2025,December,11,7,Morning,Winter,Sousse,0.15,511.03000000000003,0,10.1,100,10.1,310.5,ok
2025-12-11T06:00:00Z,2025-12-11,2025,December,11,6,Morning,Winter,Sousse,1.12,510.83,0,10.6,100,10.6,255.4,ok
2025-12-11T05:00:00Z,2025-12-11,2025,December,11,5,Night,Winter,Sousse,0.62,510.83,0,11,100,11,273.2,ok
2025-12-11T04:00:00Z,2025-12-11,2025,December,11,4,Night,Winter,Sousse,0.22,510.88,0,9.1,100,9.1,298,ok
2025-12-11T03:00:00Z,2025-12-11,2025,December,11,3,Night,Winter,Sousse,0.44,511.08,0,10.4,100,10.4,275.1,ok
2025-12-11T02:00:00Z,2025-12-11,2025,December,11,2,Night,Winter,Sousse,0.29,511.13,0,10,100,10,23.4,ok
2025-12-11T01:00:00Z,2025-12-11,2025,December,11,1,Night,Winter,Sousse,0.39,511.28000000000003,0,10.7,100,10.7,234.4,ok
2025-12-10T23:00:00Z,2025-12-10,2025,December,10,23,Evening,Winter,Sousse,0.2,511.495,1,10.6,98.4,10.9,189.4,ok
2025-12-10T22:00:00Z,2025-12-10,2025,December,10,22,Evening,Winter,Sousse,0.22,511.59499999999997,0,11.1,96.7,11.6,261.1,ok
2025-12-10T21:00:00Z,2025-12-10,2025,December,10,21,Evening,Winter,Sousse,0.35,511.495,0,12.6,95.2,13.4,242.6,ok
2025-12-10T20:00:00Z,2025-12-10,2025,December,10,20,Evening,Winter,Sousse,0.43,511.495,0,13.5,91.8,14.8,165,ok
2025-12-10T19:00:00Z,2025-12-10,2025,December,10,19,Evening,Winter,Sousse,0.51,511.245,0,13.9,87.2,16,144.4,ok
